artist_name,track_name,genre,region,country,subscription_type,streams,active_listeners,completion_rate,month
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Free,64556,4991,0.27,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Premium,277061,28449,0.69,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Free,140777,8762,0.63,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Premium,249447,18283,0.94,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Free,112165,12348,0.67,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Premium,358604,19595,0.61,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Free,81287,5746,0.36,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Premium,282741,22139,0.71,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Free,22089,1826,0.31,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Premium,126395,11765,0.54,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Free,129209,11609,0.75,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Premium,322559,20680,0.62,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Free,159954,8808,0.68,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,North America,Canada,Premium,277375,30786,0.53,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,179049,9286,0.74,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,290366,21699,0.95,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,133560,12313,0.41,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,281706,16917,0.6,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,113962,10191,0.37,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,135848,8722,0.85,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,82640,5156,0.68,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,161783,19511,0.77,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,140657,12387,0.69,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,322939,24580,0.93,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,120336,9534,0.68,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,197238,15486,0.87,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,130681,14256,0.56,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,37846,3278,0.61,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,207007,12599,0.43,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,103381,9335,0.76,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,161799,10240,0.6,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,156830,18823,0.74,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,184337,15441,0.33,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,230739,27580,0.47,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,124549,8622,0.41,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,342427,25389,0.87,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Free,189119,12084,0.61,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,UK,Premium,252393,29718,0.65,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,57671,5237,0.34,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,54078,4189,0.54,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,35194,3235,0.3,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,55978,2876,0.82,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,152462,9096,0.27,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,84706,6999,0.5,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,123448,6758,0.6,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,86264,6305,0.54,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,88578,10327,0.72,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,140156,9036,0.7,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,69843,7015,0.29,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,299883,19177,0.85,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,35599,2637,0.52,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,259351,13748,0.55,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,99499,7942,0.27,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,161336,13640,0.87,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,83195,7475,0.5,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,194729,10509,0.82,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,110876,7606,0.46,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,464063,35831,0.64,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,162296,8466,0.68,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,381245,35109,0.64,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Free,130996,7311,0.41,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,Germany,Premium,75384,3865,0.87,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,254438,15782,0.49,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,23167,1521,0.73,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,129213,7384,0.64,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,266818,13373,0.48,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,228998,18753,0.31,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,383089,41579,0.49,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,153903,12061,0.7,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,202869,16240,0.64,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,265724,15593,0.44,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,57169,3472,0.57,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,35275,4335,0.48,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,304837,17055,0.82,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,63252,3236,0.44,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,66279,5007,0.85,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,156401,13173,0.27,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,141675,9673,0.93,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,98265,9268,0.4,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,283729,33202,0.59,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,104729,8224,0.3,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,153148,11290,0.63,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,148727,12067,0.38,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,215947,16695,0.75,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Free,85426,4512,0.66,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,Europe,France,Premium,258793,13599,0.49,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,101024,11825,0.26,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,203115,20715,0.75,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,141941,7907,0.53,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,252634,22394,0.48,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,207907,14425,0.62,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,199746,10329,0.87,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,130448,12470,0.38,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,96299,5996,0.76,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,45788,5539,0.5,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,146710,8049,0.73,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,85104,4862,0.54,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,62173,4025,0.8,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,97445,6324,0.74,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,132370,14558,0.81,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,115736,6650,0.45,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,168973,9623,0.68,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,26095,3051,0.56,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,42368,3893,0.49,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,162849,10844,0.45,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,217868,17934,0.9,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,123051,6253,0.55,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,158118,13939,0.54,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Free,103120,7154,0.43,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Brazil,Premium,85380,7199,0.5,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,46930,5225,0.69,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,156535,8498,0.49,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,97824,6774,0.71,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,238999,17637,0.82,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,17682,1842,0.59,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,169507,18253,0.67,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,114887,12408,0.62,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,181553,17229,0.61,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,53420,4409,0.49,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,48818,5398,0.72,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,39371,2987,0.31,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,239478,15661,0.57,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,133489,8742,0.37,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,228405,16486,0.88,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,71007,3784,0.29,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,266914,13367,0.9,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,84497,4595,0.66,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,273939,15346,0.81,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,32727,2880,0.63,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,346307,33317,0.82,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,171992,9991,0.29,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,30061,2088,0.48,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Free,88871,6092,0.35,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,LATAM,Mexico,Premium,36296,2243,0.83,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,110498,8537,0.42,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,273627,21207,0.92,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,164557,16173,0.28,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,173145,9963,0.86,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,59835,6005,0.33,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,294792,23955,0.89,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,60869,3674,0.7,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,165600,11801,0.57,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,169019,11751,0.28,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,130373,6762,0.76,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,51418,5141,0.69,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,54133,3099,0.53,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,101004,5823,0.32,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,174389,9415,0.62,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,149986,11955,0.48,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,160785,16408,0.56,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,147555,18112,0.55,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,124660,10261,0.54,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,29850,2782,0.46,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,182326,12126,0.7,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,30074,1799,0.55,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,362291,18997,0.8,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Free,88024,7045,0.28,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,India,Premium,468381,49439,0.57,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,114393,6337,0.42,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,294143,23434,0.82,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,96332,11958,0.42,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,352283,18467,0.68,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,34112,2540,0.36,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,151590,10843,0.66,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,58947,3938,0.57,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,233309,11839,0.68,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,93871,6509,0.34,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,186189,10952,0.55,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,86727,8429,0.27,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,212846,18462,0.81,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,184896,13424,0.5,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,183419,10000,0.92,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,80657,4297,0.51,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,140102,8444,0.78,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,101788,9448,0.59,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,158893,15666,0.78,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,142795,8084,0.74,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,220228,13749,0.55,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,113739,13945,0.29,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,28036,1514,0.77,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Free,182487,10246,0.42,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,APAC,South Korea,Premium,196836,23402,0.87,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,171262,11710,0.47,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,312393,17997,0.51,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,197352,10534,0.65,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,192246,13258,0.77,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,62552,3973,0.46,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,90478,8029,0.46,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,101751,7279,0.28,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,370220,35336,0.46,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,94019,5085,0.55,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,248914,13119,0.66,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,133308,10203,0.43,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,68169,4473,0.57,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,98388,7427,0.71,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,273739,19962,0.78,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,17595,1274,0.38,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,142499,10210,0.75,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,94503,6902,0.42,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,322217,19815,0.67,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,22035,2466,0.25,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,59660,6556,0.91,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,230193,14133,0.51,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,362000,21564,0.85,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Free,180220,11518,0.74,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,UAE,Premium,107235,6685,0.47,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,66622,6552,0.53,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,118585,7070,0.55,2024-01
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,83745,6116,0.68,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,72876,4631,0.78,2024-02
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,56742,6006,0.29,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,222619,14971,0.85,2024-03
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,79559,6728,0.56,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,169309,12501,0.95,2024-04
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,36992,2934,0.72,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,194154,11283,0.65,2024-05
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,92452,6176,0.39,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,265995,20372,0.82,2024-06
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,31780,2335,0.4,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,216142,25413,0.46,2024-07
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,128213,10095,0.31,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,90457,6005,0.94,2024-08
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,160259,8504,0.74,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,65860,3410,0.77,2024-09
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,78202,8280,0.27,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,247290,13803,0.85,2024-10
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,128975,6932,0.71,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,221066,15586,0.7,2024-11
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Free,175096,12912,0.56,2024-12
Taylor Swift,Taylor Swift Hit Track,Pop,MENA,Saudi Arabia,Premium,93518,6250,0.5,2024-12
Drake,Drake Hit Track,Hip-Hop,North America,USA,Free,94543,8384,0.49,2024-01
Drake,Drake Hit Track,Hip-Hop,North America,USA,Premium,90850,5128,0.78,2024-01
Drake,Drake Hit Track,Hip-Hop,North America,USA,Free,100723,8853,0.38,2024-02
Drake,Drake Hit Track,Hip-Hop,North America,USA,Premium,153877,11030,0.49,2024-02
Drake,Drake Hit Track,Hip-Hop,North America,USA,Free,100569,5368,0.75,2024-03
Drake,Drake Hit Track,Hip-Hop,North America,USA,Premium,270562,14332,0.74,2024-03
